time,x,y,lidar_height,lidar_snow_depth,is2_height,h_sigma,beam,residual,snow_depth_residual,lon,lat,geometry
2022-03-04 02:48:03.440237056,439452.9235427379,7776921.238475758,26.733965783216227,0.4593703735712315,27.205629488770718,0.010734085244721012,3,0.4716637055544908,0.01229333198325927,-148.5933759015751,70.09197131049338,POINT (-148.5933759015751 70.09197131049338)
2022-03-04 02:48:03.441652480,439451.375043264,7776911.362566373,26.746361443027197,0.4245313555161797,27.192147341435703,0.010344779188688683,3,0.4457858984085057,0.021254542892325978,-148.59340983824907,70.09188242326853,POINT (-148.59340983824907 70.09188242326853)
2022-03-04 02:48:03.443069952,439449.82339671394,7776901.487134014,26.768984882130514,0.5074528398636802,27.234907141764445,0.011003010237524827,3,0.4659222596339312,-0.04153058022974898,-148.59344385774295,70.09179353957477,POINT (-148.59344385774295 70.09179353957477)
2022-03-04 02:48:03.444484352,439448.26794383925,7776891.599045868,26.763260092927624,0.6248225950703792,27.33794964524356,0.010929136501977828,3,0.5746895523159381,-0.05013304275444108,-148.5934779683608,70.09170454153956,POINT (-148.5934779683608 70.09170454153956)
2022-03-04 02:48:03.445898752,439446.71386487584,7776881.723983594,26.789161562108383,0.6402809587692699,27.389371158044696,0.011256459495105042,3,0.6002095959363132,-0.04007136283295676,-148.59351205151373,70.09161566057882,POINT (-148.59351205151373 70.09161566057882)
2022-03-04 02:48:03.447312896,439445.1582439752,7776871.835922117,26.792322468219105,0.5896674765803112,27.378908585876616,0.010133809763365595,3,0.5865861176575109,-0.003081358922800259,-148.59354616599256,70.09152666272925,POINT (-148.59354616599256 70.09152666272925)
2022-03-04 02:48:03.448723712,439443.6062851671,7776861.960537108,26.76953282725842,0.6133852741097985,27.348118241908924,0.009474688818556542,3,0.5785854146505045,-0.03479985945929398,-148.59358019258096,70.09143777935869,POINT (-148.59358019258096 70.09143777935869)
2022-03-04 02:48:03.450136064,439442.0551769003,7776852.071789263,26.78737345154039,0.562042491799436,27.34719820738995,0.010028550208791467,3,0.5598247558495615,-0.002217735949874511,-148.59361418731615,70.09134877640079,POINT (-148.59361418731615 70.09134877640079)
2022-03-04 02:48:03.451543808,439440.50958327664,7776842.1954378635,26.863637824175235,0.5616704242800051,27.36255473808578,0.009664023081592412,3,0.49891691391054493,-0.0627535103694602,-148.59364804524344,70.09125988584638,POINT (-148.59364804524344 70.09125988584638)
2022-03-04 02:48:03.452954112,439438.9668600376,7776832.305416698,26.96199349152531,0.44923811725450086,27.41303727227998,0.010021666958916809,3,0.4510437807546701,0.0018056635001692523,-148.59368181798067,70.09117087342709,POINT (-148.59368181798067 70.09117087342709)
2022-03-04 02:48:03.454359552,439437.4313007671,7776822.427541239,26.975273384168606,0.5899911994509657,27.451993465598015,0.01075633156409393,3,0.47672008142940925,-0.11327111802155643,-148.59371541035964,70.09108197155066,POINT (-148.59371541035964 70.09108197155066)
2022-03-04 02:48:03.455767808,439435.8996669463,7776812.535835442,27.012483552699315,0.4117919383592701,27.435095783271496,0.009775968093968036,3,0.4226122305721809,0.01082029221291081,-148.59374888969006,70.09099294661758,POINT (-148.59374888969006 70.09099294661758)
2022-03-04 02:48:03.457170176,439434.37425655965,7776802.656418571,27.009100513761997,0.46606029354344003,27.447913412253452,0.009355071762567559,3,0.4388128984914559,-0.027247395051984147,-148.59378221350323,70.0909040332907,POINT (-148.59378221350323 70.0909040332907)
2022-03-04 02:48:03.458575616,439432.85179670143,7776792.763319095,27.01727738173687,0.6202680198279872,27.513848135394706,0.010068190193238348,3,0.496570753657835,-0.1236972661701522,-148.59381545001477,70.09081499800291,POINT (-148.59381545001477 70.09081499800291)
2022-03-04 02:48:03.459976960,439431.35074820754,7776782.88020217,27.053525024105298,0.4427043943114844,27.501894071551703,0.010379944278429917,3,0.4483690474464055,0.005664653134921094,-148.59384812995356,70.09072605720964,POINT (-148.59384812995356 70.09072605720964)
2022-03-04 02:48:03.461375744,439429.86566153116,7776772.981426558,27.104234711185754,0.43374855775179083,27.477709076277485,0.011387933175691447,3,0.37347436509173093,-0.0602741926600599,-148.59388037901596,70.09063697979411,POINT (-148.59388037901596 70.09063697979411)
2022-03-04 02:48:03.462773248,439428.38761885354,7776763.094815016,27.108081379350946,0.4276612920325872,27.538088349627976,0.011292360849292039,3,0.43000697027703083,0.0023456782444436497,-148.59391245090666,70.09054801305865,POINT (-148.59391245090666 70.09054801305865)
2022-03-04 02:48:03.464172032,439426.9126431288,7776753.194502467,27.082716527837466,0.6149690018075558,27.634114433780812,0.010728810426505817,3,0.5513979059433467,-0.06357109586420906,-148.59394443243227,70.09045892422513,POINT (-148.59394443243227 70.09045892422513)
2022-03-04 02:48:03.465567744,439425.44293685665,7776743.306625357,27.092104178223213,0.5500442603311066,27.664155438946732,0.010464539354038249,3,0.5720512607235193,0.022007000392412657,-148.59397628365028,70.09036994808807,POINT (-148.59397628365028 70.09036994808807)
2022-03-04 02:48:03.466967296,439423.97411839373,7776733.405378795,27.13350052894891,0.49968231156153636,27.636804583493706,0.010007629877387703,3,0.5033040545447953,0.0036217429832589576,-148.59400810204812,70.09028085231394,POINT (-148.59400810204812 70.09028085231394)
2022-03-04 02:48:03.468363264,439422.5089422707,7776723.51681389,27.191362505131995,0.4854659247008513,27.644453147894826,0.009586004760863695,3,0.45309064276283095,-0.03237528193802036,-148.59403983310574,70.0901918710618,POINT (-148.59403983310574 70.0901918710618)
2022-03-04 02:48:03.469762048,439421.04261801834,7776713.615186147,27.262734010499567,0.399289787502198,27.636768032637264,0.009843523951436745,3,0.3740340221376961,-0.025255765364501914,-148.5940715851027,70.09010277244352,POINT (-148.5940715851027 70.09010277244352)
